abbreviation_subsector,subsector,variable_field,variable,area,energy,length,mass,monetary,power,volume,emission_gas
inen,Industrial Energy,frac_inen_energy_chemicals_coke,Industrial Energy Fuel Fraction Coke,,,,,,,,
inen,Industrial Energy,frac_inen_energy_chemicals_diesel,Industrial Energy Fuel Fraction Diesel,,,,,,,,
inen,Industrial Energy,frac_inen_energy_chemicals_electricity,Industrial Energy Fuel Fraction Electricity,,,,,,,,
inen,Industrial Energy,frac_inen_energy_chemicals_furnace_gas,Industrial Energy Fuel Fraction Furnace Gas,,,,,,,,
inen,Industrial Energy,frac_inen_energy_chemicals_gasoline,Industrial Energy Fuel Fraction Gasoline,,,,,,,,
inen,Industrial Energy,frac_inen_energy_chemicals_hydrocarbon_gas_liquids,Industrial Energy Fuel Fraction Hydrocarbon Gas Liquids,,,,,,,,
inen,Industrial Energy,frac_inen_energy_chemicals_hydrogen,Industrial Energy Fuel Fraction Hydrogen,,,,,,,,
inen,Industrial Energy,frac_inen_energy_chemicals_kerosene,Industrial Energy Fuel Fraction Kerosene,,,,,,,,
inen,Industrial Energy,frac_inen_energy_chemicals_natural_gas,Industrial Energy Fuel Fraction Natural Gas,,,,,,,,
inen,Industrial Energy,frac_inen_energy_chemicals_oil,Industrial Energy Fuel Fraction Oil,,,,,,,,
inen,Industrial Energy,frac_inen_energy_chemicals_solar,Industrial Energy Fuel Fraction Solar,,,,,,,,
inen,Industrial Energy,frac_inen_energy_chemicals_solid_biomass,Industrial Energy Fuel Fraction Solid Biomass,,,,,,,,
inen,Industrial Energy,frac_inen_energy_electronics_coal,Industrial Energy Fuel Fraction Coal,,,,,,,,
inen,Industrial Energy,frac_inen_energy_electronics_coke,Industrial Energy Fuel Fraction Coke,,,,,,,,
inen,Industrial Energy,frac_inen_energy_electronics_diesel,Industrial Energy Fuel Fraction Diesel,,,,,,,,
inen,Industrial Energy,frac_inen_energy_electronics_electricity,Industrial Energy Fuel Fraction Electricity,,,,,,,,
inen,Industrial Energy,frac_inen_energy_electronics_furnace_gas,Industrial Energy Fuel Fraction Furnace Gas,,,,,,,,
inen,Industrial Energy,frac_inen_energy_electronics_gasoline,Industrial Energy Fuel Fraction Gasoline,,,,,,,,
inen,Industrial Energy,frac_inen_energy_electronics_hydrocarbon_gas_liquids,Industrial Energy Fuel Fraction Hydrocarbon Gas Liquids,,,,,,,,
inen,Industrial Energy,frac_inen_energy_electronics_hydrogen,Industrial Energy Fuel Fraction Hydrogen,,,,,,,,
inen,Industrial Energy,frac_inen_energy_electronics_kerosene,Industrial Energy Fuel Fraction Kerosene,,,,,,,,
inen,Industrial Energy,frac_inen_energy_electronics_natural_gas,Industrial Energy Fuel Fraction Natural Gas,,,,,,,,
inen,Industrial Energy,frac_inen_energy_electronics_oil,Industrial Energy Fuel Fraction Oil,,,,,,,,
inen,Industrial Energy,frac_inen_energy_electronics_solar,Industrial Energy Fuel Fraction Solar,,,,,,,,
inen,Industrial Energy,frac_inen_energy_electronics_solid_biomass,Industrial Energy Fuel Fraction Solid Biomass,,,,,,,,
inen,Industrial Energy,frac_inen_energy_glass_coal,Industrial Energy Fuel Fraction Coal,,,,,,,,
inen,Industrial Energy,frac_inen_energy_glass_coke,Industrial Energy Fuel Fraction Coke,,,,,,,,
inen,Industrial Energy,frac_inen_energy_glass_diesel,Industrial Energy Fuel Fraction Diesel,,,,,,,,
inen,Industrial Energy,frac_inen_energy_glass_electricity,Industrial Energy Fuel Fraction Electricity,,,,,,,,
inen,Industrial Energy,frac_inen_energy_glass_furnace_gas,Industrial Energy Fuel Fraction Furnace Gas,,,,,,,,
inen,Industrial Energy,frac_inen_energy_glass_gasoline,Industrial Energy Fuel Fraction Gasoline,,,,,,,,
inen,Industrial Energy,frac_inen_energy_glass_hydrocarbon_gas_liquids,Industrial Energy Fuel Fraction Hydrocarbon Gas Liquids,,,,,,,,
inen,Industrial Energy,frac_inen_energy_glass_hydrogen,Industrial Energy Fuel Fraction Hydrogen,,,,,,,,
inen,Industrial Energy,frac_inen_energy_glass_kerosene,Industrial Energy Fuel Fraction Kerosene,,,,,,,,
inen,Industrial Energy,frac_inen_energy_glass_natural_gas,Industrial Energy Fuel Fraction Natural Gas,,,,,,,,
inen,Industrial Energy,frac_inen_energy_glass_oil,Industrial Energy Fuel Fraction Oil,,,,,,,,
inen,Industrial Energy,frac_inen_energy_glass_solar,Industrial Energy Fuel Fraction Solar,,,,,,,,
inen,Industrial Energy,frac_inen_energy_glass_solid_biomass,Industrial Energy Fuel Fraction Solid Biomass,,,,,,,,
inen,Industrial Energy,frac_inen_energy_lime_and_carbonite_coal,Industrial Energy Fuel Fraction Coal,,,,,,,,
inen,Industrial Energy,frac_inen_energy_lime_and_carbonite_coke,Industrial Energy Fuel Fraction Coke,,,,,,,,
inen,Industrial Energy,frac_inen_energy_lime_and_carbonite_diesel,Industrial Energy Fuel Fraction Diesel,,,,,,,,
inen,Industrial Energy,frac_inen_energy_lime_and_carbonite_electricity,Industrial Energy Fuel Fraction Electricity,,,,,,,,
inen,Industrial Energy,frac_inen_energy_lime_and_carbonite_furnace_gas,Industrial Energy Fuel Fraction Furnace Gas,,,,,,,,
inen,Industrial Energy,frac_inen_energy_lime_and_carbonite_gasoline,Industrial Energy Fuel Fraction Gasoline,,,,,,,,
inen,Industrial Energy,frac_inen_energy_lime_and_carbonite_hydrocarbon_gas_liquids,Industrial Energy Fuel Fraction Hydrocarbon Gas Liquids,,,,,,,,
inen,Industrial Energy,frac_inen_energy_lime_and_carbonite_hydrogen,Industrial Energy Fuel Fraction Hydrogen,,,,,,,,
inen,Industrial Energy,frac_inen_energy_lime_and_carbonite_kerosene,Industrial Energy Fuel Fraction Kerosene,,,,,,,,
inen,Industrial Energy,frac_inen_energy_lime_and_carbonite_natural_gas,Industrial Energy Fuel Fraction Natural Gas,,,,,,,,
inen,Industrial Energy,frac_inen_energy_lime_and_carbonite_oil,Industrial Energy Fuel Fraction Oil,,,,,,,,
inen,Industrial Energy,frac_inen_energy_lime_and_carbonite_solar,Industrial Energy Fuel Fraction Solar,,,,,,,,
inen,Industrial Energy,frac_inen_energy_lime_and_carbonite_solid_biomass,Industrial Energy Fuel Fraction Solid Biomass,,,,,,,,
inen,Industrial Energy,frac_inen_energy_metals_coal,Industrial Energy Fuel Fraction Coal,,,,,,,,
inen,Industrial Energy,frac_inen_energy_metals_coke,Industrial Energy Fuel Fraction Coke,,,,,,,,
inen,Industrial Energy,frac_inen_energy_metals_diesel,Industrial Energy Fuel Fraction Diesel,,,,,,,,
inen,Industrial Energy,frac_inen_energy_metals_electricity,Industrial Energy Fuel Fraction Electricity,,,,,,,,
inen,Industrial Energy,frac_inen_energy_metals_furnace_gas,Industrial Energy Fuel Fraction Furnace Gas,,,,,,,,
inen,Industrial Energy,frac_inen_energy_metals_gasoline,Industrial Energy Fuel Fraction Gasoline,,,,,,,,
inen,Industrial Energy,frac_inen_energy_metals_hydrocarbon_gas_liquids,Industrial Energy Fuel Fraction Hydrocarbon Gas Liquids,,,,,,,,
inen,Industrial Energy,frac_inen_energy_metals_hydrogen,Industrial Energy Fuel Fraction Hydrogen,,,,,,,,
inen,Industrial Energy,frac_inen_energy_metals_kerosene,Industrial Energy Fuel Fraction Kerosene,,,,,,,,
inen,Industrial Energy,frac_inen_energy_metals_natural_gas,Industrial Energy Fuel Fraction Natural Gas,,,,,,,,
inen,Industrial Energy,frac_inen_energy_metals_oil,Industrial Energy Fuel Fraction Oil,,,,,,,,
inen,Industrial Energy,frac_inen_energy_metals_solar,Industrial Energy Fuel Fraction Solar,,,,,,,,
inen,Industrial Energy,frac_inen_energy_metals_solid_biomass,Industrial Energy Fuel Fraction Solid Biomass,,,,,,,,
inen,Industrial Energy,frac_inen_energy_mining_coal,Industrial Energy Fuel Fraction Coal,,,,,,,,
inen,Industrial Energy,frac_inen_energy_mining_coke,Industrial Energy Fuel Fraction Coke,,,,,,,,
inen,Industrial Energy,frac_inen_energy_mining_diesel,Industrial Energy Fuel Fraction Diesel,,,,,,,,
inen,Industrial Energy,frac_inen_energy_mining_electricity,Industrial Energy Fuel Fraction Electricity,,,,,,,,
inen,Industrial Energy,frac_inen_energy_mining_furnace_gas,Industrial Energy Fuel Fraction Furnace Gas,,,,,,,,
inen,Industrial Energy,frac_inen_energy_mining_gasoline,Industrial Energy Fuel Fraction Gasoline,,,,,,,,
inen,Industrial Energy,frac_inen_energy_mining_geothermal,Industrial Energy Fuel Fraction Geothermal,,,,,,,,
inen,Industrial Energy,frac_inen_energy_mining_hydrocarbon_gas_liquids,Industrial Energy Fuel Fraction Hydrocarbon Gas Liquids,,,,,,,,
inen,Industrial Energy,frac_inen_energy_mining_hydrogen,Industrial Energy Fuel Fraction Hydrogen,,,,,,,,
inen,Industrial Energy,frac_inen_energy_mining_kerosene,Industrial Energy Fuel Fraction Kerosene,,,,,,,,
inen,Industrial Energy,frac_inen_energy_mining_natural_gas,Industrial Energy Fuel Fraction Natural Gas,,,,,,,,
inen,Industrial Energy,frac_inen_energy_mining_oil,Industrial Energy Fuel Fraction Oil,,,,,,,,
inen,Industrial Energy,frac_inen_energy_mining_solar,Industrial Energy Fuel Fraction Solar,,,,,,,,
inen,Industrial Energy,frac_inen_energy_mining_solid_biomass,Industrial Energy Fuel Fraction Solid Biomass,,,,,,,,
inen,Industrial Energy,frac_inen_energy_other_product_manufacturing_coal,Industrial Energy Fuel Fraction Coal,,,,,,,,
inen,Industrial Energy,frac_inen_energy_other_product_manufacturing_coke,Industrial Energy Fuel Fraction Coke,,,,,,,,
inen,Industrial Energy,frac_inen_energy_other_product_manufacturing_diesel,Industrial Energy Fuel Fraction Diesel,,,,,,,,
inen,Industrial Energy,frac_inen_energy_other_product_manufacturing_electricity,Industrial Energy Fuel Fraction Electricity,,,,,,,,
inen,Industrial Energy,frac_inen_energy_other_product_manufacturing_furnace_gas,Industrial Energy Fuel Fraction Furnace Gas,,,,,,,,
inen,Industrial Energy,frac_inen_energy_other_product_manufacturing_gasoline,Industrial Energy Fuel Fraction Gasoline,,,,,,,,
inen,Industrial Energy,frac_inen_energy_other_product_manufacturing_hydrocarbon_gas_liquids,Industrial Energy Fuel Fraction Hydrocarbon Gas Liquids,,,,,,,,
inen,Industrial Energy,frac_inen_energy_other_product_manufacturing_hydrogen,Industrial Energy Fuel Fraction Hydrogen,,,,,,,,
inen,Industrial Energy,frac_inen_energy_other_product_manufacturing_kerosene,Industrial Energy Fuel Fraction Kerosene,,,,,,,,
inen,Industrial Energy,frac_inen_energy_other_product_manufacturing_natural_gas,Industrial Energy Fuel Fraction Natural Gas,,,,,,,,
inen,Industrial Energy,frac_inen_energy_other_product_manufacturing_oil,Industrial Energy Fuel Fraction Oil,,,,,,,,
inen,Industrial Energy,frac_inen_energy_other_product_manufacturing_solar,Industrial Energy Fuel Fraction Solar,,,,,,,,
inen,Industrial Energy,frac_inen_energy_other_product_manufacturing_solid_biomass,Industrial Energy Fuel Fraction Solid Biomass,,,,,,,,
inen,Industrial Energy,frac_inen_energy_paper_coal,Industrial Energy Fuel Fraction Coal,,,,,,,,
inen,Industrial Energy,frac_inen_energy_paper_coke,Industrial Energy Fuel Fraction Coke,,,,,,,,
inen,Industrial Energy,frac_inen_energy_paper_diesel,Industrial Energy Fuel Fraction Diesel,,,,,,,,
inen,Industrial Energy,frac_inen_energy_paper_electricity,Industrial Energy Fuel Fraction Electricity,,,,,,,,
inen,Industrial Energy,frac_inen_energy_paper_furnace_gas,Industrial Energy Fuel Fraction Furnace Gas,,,,,,,,
inen,Industrial Energy,frac_inen_energy_paper_gasoline,Industrial Energy Fuel Fraction Gasoline,,,,,,,,
inen,Industrial Energy,frac_inen_energy_paper_hydrocarbon_gas_liquids,Industrial Energy Fuel Fraction Hydrocarbon Gas Liquids,,,,,,,,
inen,Industrial Energy,frac_inen_energy_paper_hydrogen,Industrial Energy Fuel Fraction Hydrogen,,,,,,,,
inen,Industrial Energy,frac_inen_energy_paper_kerosene,Industrial Energy Fuel Fraction Kerosene,,,,,,,,
inen,Industrial Energy,frac_inen_energy_paper_natural_gas,Industrial Energy Fuel Fraction Natural Gas,,,,,,,,
inen,Industrial Energy,frac_inen_energy_paper_oil,Industrial Energy Fuel Fraction Oil,,,,,,,,
inen,Industrial Energy,frac_inen_energy_paper_solar,Industrial Energy Fuel Fraction Solar,,,,,,,,
inen,Industrial Energy,frac_inen_energy_paper_solid_biomass,Industrial Energy Fuel Fraction Solid Biomass,,,,,,,,
inen,Industrial Energy,frac_inen_energy_plastic_coal,Industrial Energy Fuel Fraction Coal,,,,,,,,
inen,Industrial Energy,frac_inen_energy_plastic_coke,Industrial Energy Fuel Fraction Coke,,,,,,,,
inen,Industrial Energy,frac_inen_energy_plastic_diesel,Industrial Energy Fuel Fraction Diesel,,,,,,,,
inen,Industrial Energy,frac_inen_energy_plastic_electricity,Industrial Energy Fuel Fraction Electricity,,,,,,,,
inen,Industrial Energy,frac_inen_energy_plastic_furnace_gas,Industrial Energy Fuel Fraction Furnace Gas,,,,,,,,
inen,Industrial Energy,frac_inen_energy_plastic_gasoline,Industrial Energy Fuel Fraction Gasoline,,,,,,,,
inen,Industrial Energy,frac_inen_energy_plastic_hydrocarbon_gas_liquids,Industrial Energy Fuel Fraction Hydrocarbon Gas Liquids,,,,,,,,
inen,Industrial Energy,frac_inen_energy_plastic_hydrogen,Industrial Energy Fuel Fraction Hydrogen,,,,,,,,
inen,Industrial Energy,frac_inen_energy_plastic_kerosene,Industrial Energy Fuel Fraction Kerosene,,,,,,,,
inen,Industrial Energy,frac_inen_energy_plastic_natural_gas,Industrial Energy Fuel Fraction Natural Gas,,,,,,,,
inen,Industrial Energy,frac_inen_energy_plastic_oil,Industrial Energy Fuel Fraction Oil,,,,,,,,
inen,Industrial Energy,frac_inen_energy_plastic_solar,Industrial Energy Fuel Fraction Solar,,,,,,,,
inen,Industrial Energy,frac_inen_energy_plastic_solid_biomass,Industrial Energy Fuel Fraction Solid Biomass,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_glass_coal,Industrial Energy Fuel Fraction Coal,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_glass_coke,Industrial Energy Fuel Fraction Coke,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_glass_diesel,Industrial Energy Fuel Fraction Diesel,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_glass_electricity,Industrial Energy Fuel Fraction Electricity,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_glass_furnace_gas,Industrial Energy Fuel Fraction Furnace Gas,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_glass_gasoline,Industrial Energy Fuel Fraction Gasoline,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_glass_hydrocarbon_gas_liquids,Industrial Energy Fuel Fraction Hydrocarbon Gas Liquids,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_glass_hydrogen,Industrial Energy Fuel Fraction Hydrogen,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_glass_kerosene,Industrial Energy Fuel Fraction Kerosene,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_glass_natural_gas,Industrial Energy Fuel Fraction Natural Gas,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_glass_oil,Industrial Energy Fuel Fraction Oil,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_glass_solar,Industrial Energy Fuel Fraction Solar,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_glass_solid_biomass,Industrial Energy Fuel Fraction Solid Biomass,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_metals_coal,Industrial Energy Fuel Fraction Coal,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_metals_coke,Industrial Energy Fuel Fraction Coke,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_metals_diesel,Industrial Energy Fuel Fraction Diesel,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_metals_electricity,Industrial Energy Fuel Fraction Electricity,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_metals_furnace_gas,Industrial Energy Fuel Fraction Furnace Gas,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_metals_gasoline,Industrial Energy Fuel Fraction Gasoline,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_metals_hydrocarbon_gas_liquids,Industrial Energy Fuel Fraction Hydrocarbon Gas Liquids,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_metals_hydrogen,Industrial Energy Fuel Fraction Hydrogen,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_metals_kerosene,Industrial Energy Fuel Fraction Kerosene,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_metals_natural_gas,Industrial Energy Fuel Fraction Natural Gas,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_metals_oil,Industrial Energy Fuel Fraction Oil,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_metals_solar,Industrial Energy Fuel Fraction Solar,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_metals_solid_biomass,Industrial Energy Fuel Fraction Solid Biomass,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_paper_coal,Industrial Energy Fuel Fraction Coal,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_paper_coke,Industrial Energy Fuel Fraction Coke,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_paper_diesel,Industrial Energy Fuel Fraction Diesel,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_paper_electricity,Industrial Energy Fuel Fraction Electricity,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_paper_furnace_gas,Industrial Energy Fuel Fraction Furnace Gas,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_paper_gasoline,Industrial Energy Fuel Fraction Gasoline,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_paper_hydrocarbon_gas_liquids,Industrial Energy Fuel Fraction Hydrocarbon Gas Liquids,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_paper_hydrogen,Industrial Energy Fuel Fraction Hydrogen,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_paper_kerosene,Industrial Energy Fuel Fraction Kerosene,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_paper_natural_gas,Industrial Energy Fuel Fraction Natural Gas,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_paper_oil,Industrial Energy Fuel Fraction Oil,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_paper_solar,Industrial Energy Fuel Fraction Solar,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_paper_solid_biomass,Industrial Energy Fuel Fraction Solid Biomass,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_plastic_coal,Industrial Energy Fuel Fraction Coal,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_plastic_coke,Industrial Energy Fuel Fraction Coke,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_plastic_diesel,Industrial Energy Fuel Fraction Diesel,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_plastic_electricity,Industrial Energy Fuel Fraction Electricity,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_plastic_furnace_gas,Industrial Energy Fuel Fraction Furnace Gas,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_plastic_gasoline,Industrial Energy Fuel Fraction Gasoline,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_plastic_hydrocarbon_gas_liquids,Industrial Energy Fuel Fraction Hydrocarbon Gas Liquids,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_plastic_hydrogen,Industrial Energy Fuel Fraction Hydrogen,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_plastic_kerosene,Industrial Energy Fuel Fraction Kerosene,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_plastic_natural_gas,Industrial Energy Fuel Fraction Natural Gas,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_plastic_oil,Industrial Energy Fuel Fraction Oil,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_plastic_solar,Industrial Energy Fuel Fraction Solar,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_plastic_solid_biomass,Industrial Energy Fuel Fraction Solid Biomass,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_rubber_and_leather_coal,Industrial Energy Fuel Fraction Coal,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_rubber_and_leather_coke,Industrial Energy Fuel Fraction Coke,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_rubber_and_leather_diesel,Industrial Energy Fuel Fraction Diesel,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_rubber_and_leather_electricity,Industrial Energy Fuel Fraction Electricity,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_rubber_and_leather_furnace_gas,Industrial Energy Fuel Fraction Furnace Gas,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_rubber_and_leather_gasoline,Industrial Energy Fuel Fraction Gasoline,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_rubber_and_leather_hydrocarbon_gas_liquids,Industrial Energy Fuel Fraction Hydrocarbon Gas Liquids,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_rubber_and_leather_hydrogen,Industrial Energy Fuel Fraction Hydrogen,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_rubber_and_leather_kerosene,Industrial Energy Fuel Fraction Kerosene,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_rubber_and_leather_natural_gas,Industrial Energy Fuel Fraction Natural Gas,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_rubber_and_leather_oil,Industrial Energy Fuel Fraction Oil,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_rubber_and_leather_solar,Industrial Energy Fuel Fraction Solar,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_rubber_and_leather_solid_biomass,Industrial Energy Fuel Fraction Solid Biomass,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_textiles_coal,Industrial Energy Fuel Fraction Coal,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_textiles_coke,Industrial Energy Fuel Fraction Coke,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_textiles_diesel,Industrial Energy Fuel Fraction Diesel,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_textiles_electricity,Industrial Energy Fuel Fraction Electricity,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_textiles_furnace_gas,Industrial Energy Fuel Fraction Furnace Gas,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_textiles_gasoline,Industrial Energy Fuel Fraction Gasoline,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_textiles_hydrocarbon_gas_liquids,Industrial Energy Fuel Fraction Hydrocarbon Gas Liquids,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_textiles_hydrogen,Industrial Energy Fuel Fraction Hydrogen,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_textiles_kerosene,Industrial Energy Fuel Fraction Kerosene,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_textiles_natural_gas,Industrial Energy Fuel Fraction Natural Gas,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_textiles_oil,Industrial Energy Fuel Fraction Oil,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_textiles_solar,Industrial Energy Fuel Fraction Solar,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_textiles_solid_biomass,Industrial Energy Fuel Fraction Solid Biomass,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_wood_coal,Industrial Energy Fuel Fraction Coal,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_wood_coke,Industrial Energy Fuel Fraction Coke,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_wood_diesel,Industrial Energy Fuel Fraction Diesel,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_wood_electricity,Industrial Energy Fuel Fraction Electricity,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_wood_furnace_gas,Industrial Energy Fuel Fraction Furnace Gas,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_wood_gasoline,Industrial Energy Fuel Fraction Gasoline,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_wood_hydrocarbon_gas_liquids,Industrial Energy Fuel Fraction Hydrocarbon Gas Liquids,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_wood_hydrogen,Industrial Energy Fuel Fraction Hydrogen,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_wood_kerosene,Industrial Energy Fuel Fraction Kerosene,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_wood_natural_gas,Industrial Energy Fuel Fraction Natural Gas,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_wood_oil,Industrial Energy Fuel Fraction Oil,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_wood_solar,Industrial Energy Fuel Fraction Solar,,,,,,,,
inen,Industrial Energy,frac_inen_energy_recycled_wood_solid_biomass,Industrial Energy Fuel Fraction Solid Biomass,,,,,,,,
inen,Industrial Energy,frac_inen_energy_rubber_and_leather_coal,Industrial Energy Fuel Fraction Coal,,,,,,,,
inen,Industrial Energy,frac_inen_energy_rubber_and_leather_coke,Industrial Energy Fuel Fraction Coke,,,,,,,,
inen,Industrial Energy,frac_inen_energy_rubber_and_leather_diesel,Industrial Energy Fuel Fraction Diesel,,,,,,,,
inen,Industrial Energy,frac_inen_energy_rubber_and_leather_electricity,Industrial Energy Fuel Fraction Electricity,,,,,,,,
inen,Industrial Energy,frac_inen_energy_rubber_and_leather_furnace_gas,Industrial Energy Fuel Fraction Furnace Gas,,,,,,,,
inen,Industrial Energy,frac_inen_energy_rubber_and_leather_gasoline,Industrial Energy Fuel Fraction Gasoline,,,,,,,,
inen,Industrial Energy,frac_inen_energy_rubber_and_leather_hydrocarbon_gas_liquids,Industrial Energy Fuel Fraction Hydrocarbon Gas Liquids,,,,,,,,
inen,Industrial Energy,frac_inen_energy_rubber_and_leather_hydrogen,Industrial Energy Fuel Fraction Hydrogen,,,,,,,,
inen,Industrial Energy,frac_inen_energy_rubber_and_leather_kerosene,Industrial Energy Fuel Fraction Kerosene,,,,,,,,
inen,Industrial Energy,frac_inen_energy_rubber_and_leather_natural_gas,Industrial Energy Fuel Fraction Natural Gas,,,,,,,,
inen,Industrial Energy,frac_inen_energy_rubber_and_leather_oil,Industrial Energy Fuel Fraction Oil,,,,,,,,
inen,Industrial Energy,frac_inen_energy_rubber_and_leather_solar,Industrial Energy Fuel Fraction Solar,,,,,,,,
inen,Industrial Energy,frac_inen_energy_rubber_and_leather_solid_biomass,Industrial Energy Fuel Fraction Solid Biomass,,,,,,,,
inen,Industrial Energy,frac_inen_energy_textiles_coal,Industrial Energy Fuel Fraction Coal,,,,,,,,
inen,Industrial Energy,frac_inen_energy_textiles_coke,Industrial Energy Fuel Fraction Coke,,,,,,,,
inen,Industrial Energy,frac_inen_energy_textiles_diesel,Industrial Energy Fuel Fraction Diesel,,,,,,,,
inen,Industrial Energy,frac_inen_energy_textiles_electricity,Industrial Energy Fuel Fraction Electricity,,,,,,,,
inen,Industrial Energy,frac_inen_energy_textiles_furnace_gas,Industrial Energy Fuel Fraction Furnace Gas,,,,,,,,
inen,Industrial Energy,frac_inen_energy_textiles_gasoline,Industrial Energy Fuel Fraction Gasoline,,,,,,,,
