abbreviation_subsector,subsector,variable_field,variable,area,energy,length,mass,monetary,power,volume,emission_gas
inen,Industrial Energy,frac_inen_energy_textiles_hydrocarbon_gas_liquids,Industrial Energy Fuel Fraction Hydrocarbon Gas Liquids,,,,,,,,
inen,Industrial Energy,frac_inen_energy_textiles_hydrogen,Industrial Energy Fuel Fraction Hydrogen,,,,,,,,
inen,Industrial Energy,frac_inen_energy_textiles_kerosene,Industrial Energy Fuel Fraction Kerosene,,,,,,,,
inen,Industrial Energy,frac_inen_energy_textiles_natural_gas,Industrial Energy Fuel Fraction Natural Gas,,,,,,,,
inen,Industrial Energy,frac_inen_energy_textiles_oil,Industrial Energy Fuel Fraction Oil,,,,,,,,
inen,Industrial Energy,frac_inen_energy_textiles_solar,Industrial Energy Fuel Fraction Solar,,,,,,,,
inen,Industrial Energy,frac_inen_energy_textiles_solid_biomass,Industrial Energy Fuel Fraction Solid Biomass,,,,,,,,
inen,Industrial Energy,frac_inen_energy_wood_coal,Industrial Energy Fuel Fraction Coal,,,,,,,,
inen,Industrial Energy,frac_inen_energy_wood_coke,Industrial Energy Fuel Fraction Coke,,,,,,,,
inen,Industrial Energy,frac_inen_energy_wood_diesel,Industrial Energy Fuel Fraction Diesel,,,,,,,,
inen,Industrial Energy,frac_inen_energy_wood_electricity,Industrial Energy Fuel Fraction Electricity,,,,,,,,
inen,Industrial Energy,frac_inen_energy_wood_furnace_gas,Industrial Energy Fuel Fraction Furnace Gas,,,,,,,,
inen,Industrial Energy,frac_inen_energy_wood_gasoline,Industrial Energy Fuel Fraction Gasoline,,,,,,,,
inen,Industrial Energy,frac_inen_energy_wood_hydrocarbon_gas_liquids,Industrial Energy Fuel Fraction Hydrocarbon Gas Liquids,,,,,,,,
inen,Industrial Energy,frac_inen_energy_wood_hydrogen,Industrial Energy Fuel Fraction Hydrogen,,,,,,,,
inen,Industrial Energy,frac_inen_energy_wood_kerosene,Industrial Energy Fuel Fraction Kerosene,,,,,,,,
inen,Industrial Energy,frac_inen_energy_wood_natural_gas,Industrial Energy Fuel Fraction Natural Gas,,,,,,,,
inen,Industrial Energy,frac_inen_energy_wood_oil,Industrial Energy Fuel Fraction Oil,,,,,,,,
inen,Industrial Energy,frac_inen_energy_wood_solar,Industrial Energy Fuel Fraction Solar,,,,,,,,
inen,Industrial Energy,frac_inen_energy_wood_solid_biomass,Industrial Energy Fuel Fraction Solid Biomass,,,,,,,,
inen,Industrial Energy,scalar_inen_energy_demand_cement,Industrial Energy Demand Scalar,,,,,,,,
inen,Industrial Energy,scalar_inen_energy_demand_chemicals,Industrial Energy Demand Scalar,,,,,,,,
inen,Industrial Energy,scalar_inen_energy_demand_electronics,Industrial Energy Demand Scalar,,,,,,,,
inen,Industrial Energy,scalar_inen_energy_demand_glass,Industrial Energy Demand Scalar,,,,,,,,
inen,Industrial Energy,scalar_inen_energy_demand_lime_and_carbonite,Industrial Energy Demand Scalar,,,,,,,,
inen,Industrial Energy,scalar_inen_energy_demand_metals,Industrial Energy Demand Scalar,,,,,,,,
inen,Industrial Energy,scalar_inen_energy_demand_mining,Industrial Energy Demand Scalar,,,,,,,,
inen,Industrial Energy,scalar_inen_energy_demand_other_product_manufacturing,Industrial Energy Demand Scalar,,,,,,,,
inen,Industrial Energy,scalar_inen_energy_demand_paper,Industrial Energy Demand Scalar,,,,,,,,
inen,Industrial Energy,scalar_inen_energy_demand_plastic,Industrial Energy Demand Scalar,,,,,,,,
inen,Industrial Energy,scalar_inen_energy_demand_recycled_glass,Industrial Energy Demand Scalar,,,,,,,,
inen,Industrial Energy,scalar_inen_energy_demand_recycled_metals,Industrial Energy Demand Scalar,,,,,,,,
inen,Industrial Energy,scalar_inen_energy_demand_recycled_paper,Industrial Energy Demand Scalar,,,,,,,,
inen,Industrial Energy,scalar_inen_energy_demand_recycled_plastic,Industrial Energy Demand Scalar,,,,,,,,
inen,Industrial Energy,scalar_inen_energy_demand_recycled_rubber_and_leather,Industrial Energy Demand Scalar,,,,,,,,
inen,Industrial Energy,scalar_inen_energy_demand_recycled_textiles,Industrial Energy Demand Scalar,,,,,,,,
inen,Industrial Energy,scalar_inen_energy_demand_recycled_wood,Industrial Energy Demand Scalar,,,,,,,,
inen,Industrial Energy,scalar_inen_energy_demand_rubber_and_leather,Industrial Energy Demand Scalar,,,,,,,,
inen,Industrial Energy,scalar_inen_energy_demand_textiles,Industrial Energy Demand Scalar,,,,,,,,
inen,Industrial Energy,scalar_inen_energy_demand_wood,Industrial Energy Demand Scalar,,,,,,,,
lndu,Land Use,area_lndu_infimum_croplands_ha,Minimum Area,ha,,,,,,,
lndu,Land Use,area_lndu_infimum_flooded_ha,Minimum Area,ha,,,,,,,
lndu,Land Use,area_lndu_infimum_forests_mangroves_ha,Minimum Area,ha,,,,,,,
lndu,Land Use,area_lndu_infimum_forests_primary_ha,Minimum Area,ha,,,,,,,
lndu,Land Use,area_lndu_infimum_forests_secondary_ha,Minimum Area,ha,,,,,,,
lndu,Land Use,area_lndu_infimum_grasslands_ha,Minimum Area,ha,,,,,,,
lndu,Land Use,area_lndu_infimum_other_ha,Minimum Area,ha,,,,,,,
lndu,Land Use,area_lndu_infimum_pastures_ha,Minimum Area,ha,,,,,,,
lndu,Land Use,area_lndu_infimum_settlements_ha,Minimum Area,ha,,,,,,,
lndu,Land Use,area_lndu_infimum_shrublands_ha,Minimum Area,ha,,,,,,,
lndu,Land Use,area_lndu_infimum_wetlands_ha,Minimum Area,ha,,,,,,,
lndu,Land Use,area_lndu_supremum_croplands_ha,Maximum Area,ha,,,,,,,
lndu,Land Use,area_lndu_supremum_flooded_ha,Maximum Area,ha,,,,,,,
lndu,Land Use,area_lndu_supremum_forests_mangroves_ha,Maximum Area,ha,,,,,,,
lndu,Land Use,area_lndu_supremum_forests_primary_ha,Maximum Area,ha,,,,,,,
lndu,Land Use,area_lndu_supremum_forests_secondary_ha,Maximum Area,ha,,,,,,,
lndu,Land Use,area_lndu_supremum_grasslands_ha,Maximum Area,ha,,,,,,,
lndu,Land Use,area_lndu_supremum_other_ha,Maximum Area,ha,,,,,,,
lndu,Land Use,area_lndu_supremum_pastures_ha,Maximum Area,ha,,,,,,,
lndu,Land Use,area_lndu_supremum_settlements_ha,Maximum Area,ha,,,,,,,
lndu,Land Use,area_lndu_supremum_shrublands_ha,Maximum Area,ha,,,,,,,
lndu,Land Use,area_lndu_supremum_wetlands_ha,Maximum Area,ha,,,,,,,
lndu,Land Use,ef_lndu_boc_wetlands_gg_ch4_ha,Land Use BOC :math:\text{CH}_4 Emission Factor,ha,,,gg,,,,ch4
lndu,Land Use,ef_lndu_conv_croplands_to_croplands_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_croplands_to_flooded_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_croplands_to_forests_mangroves_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_croplands_to_forests_primary_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_croplands_to_forests_secondary_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_croplands_to_grasslands_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_croplands_to_other_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_croplands_to_pastures_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_croplands_to_settlements_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_croplands_to_shrublands_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_croplands_to_wetlands_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_flooded_to_croplands_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_flooded_to_flooded_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_flooded_to_forests_mangroves_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_flooded_to_forests_primary_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_flooded_to_forests_secondary_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_flooded_to_grasslands_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_flooded_to_other_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_flooded_to_pastures_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_flooded_to_settlements_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_flooded_to_shrublands_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_flooded_to_wetlands_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_forests_mangroves_to_croplands_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_forests_mangroves_to_flooded_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_forests_mangroves_to_forests_mangroves_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_forests_mangroves_to_forests_primary_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_forests_mangroves_to_forests_secondary_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_forests_mangroves_to_grasslands_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_forests_mangroves_to_other_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_forests_mangroves_to_pastures_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_forests_mangroves_to_settlements_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_forests_mangroves_to_shrublands_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_forests_mangroves_to_wetlands_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_forests_primary_to_croplands_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_forests_primary_to_flooded_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_forests_primary_to_forests_mangroves_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_forests_primary_to_forests_primary_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_forests_primary_to_forests_secondary_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_forests_primary_to_grasslands_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_forests_primary_to_other_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_forests_primary_to_pastures_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_forests_primary_to_settlements_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_forests_primary_to_shrublands_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_forests_primary_to_wetlands_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_forests_secondary_to_croplands_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_forests_secondary_to_flooded_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_forests_secondary_to_forests_mangroves_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_forests_secondary_to_forests_primary_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_forests_secondary_to_forests_secondary_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_forests_secondary_to_grasslands_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_forests_secondary_to_other_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_forests_secondary_to_pastures_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_forests_secondary_to_settlements_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_forests_secondary_to_shrublands_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_forests_secondary_to_wetlands_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_grasslands_to_croplands_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_grasslands_to_flooded_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_grasslands_to_forests_mangroves_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_grasslands_to_forests_primary_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_grasslands_to_forests_secondary_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_grasslands_to_grasslands_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_grasslands_to_other_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_grasslands_to_pastures_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_grasslands_to_settlements_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_grasslands_to_shrublands_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_grasslands_to_wetlands_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_other_to_croplands_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_other_to_flooded_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_other_to_forests_mangroves_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_other_to_forests_primary_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_other_to_forests_secondary_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_other_to_grasslands_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_other_to_other_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_other_to_pastures_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_other_to_settlements_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_other_to_shrublands_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_other_to_wetlands_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_pastures_to_croplands_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_pastures_to_flooded_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_pastures_to_forests_mangroves_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_pastures_to_forests_primary_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_pastures_to_forests_secondary_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_pastures_to_grasslands_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_pastures_to_other_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_pastures_to_pastures_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_pastures_to_settlements_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_pastures_to_shrublands_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_pastures_to_wetlands_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_settlements_to_croplands_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_settlements_to_flooded_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_settlements_to_forests_mangroves_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_settlements_to_forests_primary_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_settlements_to_forests_secondary_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_settlements_to_grasslands_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_settlements_to_other_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_settlements_to_pastures_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_settlements_to_settlements_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_settlements_to_shrublands_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_settlements_to_wetlands_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_shrublands_to_croplands_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
lndu,Land Use,ef_lndu_conv_shrublands_to_flooded_gg_co2_ha,:math:\text{CO}_2 Land Use Conversion Emission Factor,ha,,,gg,,,,co2
